energy,unc_en,intensity,unc_i,start_level_energy,end_level_energy,multipolarity,mixing_ratio,unc_mr,conversion_coeff,unc_cc,p_z,p_n,p_symbol,p_energy_shift,p_energy,unc_pe,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay,decay_%,unc_d,q,unc_q,d_z,d_n,d_symbol,ensdf_publication_cut-off,ensdf_authors,Extraction_date,type,shell
6.5,0.3,0.0903,0.0269245241369276,130.141,123.793,[E1],,,41.2,,90,137,Th,,0,,(1/2+),18.697,,7,d,1615420.8,604.8,A,100,,6146.6,10,88,135,Ra,1-May-2001,E. BROWNE,2024-01-26,,
8.15,0.2,0.00774,0.0026630809225406,350.53,342.59,,,,,,90,137,Th,,0,,(1/2+),18.697,,7,d,1615420.8,604.8,A,100,,6146.6,10,88,135,Ra,1-May-2001,E. BROWNE,2024-01-26,,
20.25,0.05,0.23736,0.03279173066491,50.128,29.858,[E1],,,7.73,,90,137,Th,,0,,(1/2+),18.697,,7,d,1615420.8,604.8,A,100,,6146.6,10,88,135,Ra,1-May-2001,E. BROWNE,2024-01-26,,
20.94,0.05,0.00258,0.0064537508473755,445.071,424.12,,,,,,90,137,Th,,0,,(1/2+),18.697,,7,d,1615420.8,604.8,A,100,,6146.6,10,88,135,Ra,1-May-2001,E. BROWNE,2024-01-26,,
22.0,0.2,0.00903,0.009062769995978,,,,,,,,90,137,Th,,0,,(1/2+),18.697,,7,d,1615420.8,604.8,A,100,,6146.6,10,88,135,Ra,1-May-2001,E. BROWNE,2024-01-26,,
24.13,0.05,0.08772,0.0098768871614491,,,,,,,,90,137,Th,,0,,(1/2+),18.697,,7,d,1615420.8,604.8,A,100,,6146.6,10,88,135,Ra,1-May-2001,E. BROWNE,2024-01-26,,
27.41,0.09,0.02967,0.0057468687126121,,,,,,,,90,137,Th,,0,,(1/2+),18.697,,7,d,1615420.8,604.8,A,100,,6146.6,10,88,135,Ra,1-May-2001,E. BROWNE,2024-01-26,,
29.6,0.03,0.00516,0.0004400302553234,79.708,50.128,[M1+E2],1.3,AP,2078.0,,90,137,Th,,0,,(1/2+),18.697,,7,d,1615420.8,604.8,A,100,,6146.6,10,88,135,Ra,1-May-2001,E. BROWNE,2024-01-26,,
29.86,0.01,0.07611,0.0121910828067075,29.858,0.0,M1+E2,0.41,10,540.0,,90,137,Th,,0,,(1/2+),18.697,,7,d,1615420.8,604.8,A,100,,6146.6,10,88,135,Ra,1-May-2001,E. BROWNE,2024-01-26,,
31.58,0.01,0.06837,0.011852902598098,61.424,29.858,M1+E2,0.28,6,272.0,,90,137,Th,,0,,(1/2+),18.697,,7,d,1615420.8,604.8,A,100,,6146.6,10,88,135,Ra,1-May-2001,E. BROWNE,2024-01-26,,
33.39,0.08,0.00774,0.0026630809225406,376.296,342.654,[E1],,,2.09,,90,137,Th,,0,,(1/2+),18.697,,7,d,1615420.8,604.8,A,100,,6146.6,10,88,135,Ra,1-May-2001,E. BROWNE,2024-01-26,,
40.2,0.03,0.01548,0.0040889240638583,445.071,405.07,,,,,,90,137,Th,,0,,(1/2+),18.697,,7,d,1615420.8,604.8,A,100,,6146.6,10,88,135,Ra,1-May-2001,E. BROWNE,2024-01-26,,
41.93,0.05,0.02838,0.0131250295237763,376.296,334.37,[E1],,,1.12,,90,137,Th,,0,,(1/2+),18.697,,7,d,1615420.8,604.8,A,100,,6146.6,10,88,135,Ra,1-May-2001,E. BROWNE,2024-01-26,,
43.77,0.05,0.21285,0.0222672966477747,329.856,286.087,E1,,,1.014,,90,137,Th,,0,,(1/2+),18.697,,7,d,1615420.8,604.8,A,100,,6146.6,10,88,135,Ra,1-May-2001,E. BROWNE,2024-01-26,,
43.8,0.5,0.05547,0.0224342996324824,104.6,61.424,,,,,,90,137,Th,,0,,(1/2+),18.697,,7,d,1615420.8,604.8,A,100,,6146.6,10,88,135,Ra,1-May-2001,E. BROWNE,2024-01-26,,
44.22,0.12,0.05289,0.0136656540275246,123.793,79.708,M1+E2,0.52,4,132.0,,90,137,Th,,0,,(1/2+),18.697,,7,d,1615420.8,604.8,A,100,,6146.6,10,88,135,Ra,1-May-2001,E. BROWNE,2024-01-26,,
44.4,0.05,0.00387,0.0038840442839905,174.569,130.141,[E1],,,0.978,,90,137,Th,,0,,(1/2+),18.697,,7,d,1615420.8,604.8,A,100,,6146.6,10,88,135,Ra,1-May-2001,E. BROWNE,2024-01-26,,
44.4,0.05,0.0129,0.0090967521676695,174.58,130.141,M1,,,35.2,,90,137,Th,,0,,(1/2+),18.697,,7,d,1615420.8,604.8,A,100,,6146.6,10,88,135,Ra,1-May-2001,E. BROWNE,2024-01-26,,
46.45,0.05,,,376.296,329.856,,,,,,90,137,Th,,0,,(1/2+),18.697,,7,d,1615420.8,604.8,A,100,,6146.6,10,88,135,Ra,1-May-2001,E. BROWNE,2024-01-26,,
48.3,0.03,0.01419,0.0052999716980376,334.37,286.087,E2,,,313.0,,90,137,Th,,0,,(1/2+),18.697,,7,d,1615420.8,604.8,A,100,,6146.6,10,88,135,Ra,1-May-2001,E. BROWNE,2024-01-26,,
49.82,0.05,0.4257,0.0973230702351708,79.708,29.858,E1,,,0.716,,90,137,Th,,0,,(1/2+),18.697,,7,d,1615420.8,604.8,A,100,,6146.6,10,88,135,Ra,1-May-2001,E. BROWNE,2024-01-26,,
