X,Y,dX,dY,dZ,Ekine
2.5438921,-1.3067565,-1.6500847,-0.6250039,0.7360276,3.5030591
1.9840518,-0.9540508,-1.371709,-0.8024815,0.72603536,3.634424
1.4789433,0.17896819,-0.8961333,-1.0990564,0.8146684,3.6084638
1.4492861,-0.5326675,-0.89520514,-0.65107,0.78562546,3.3558593
1.6535299,-1.0133586,-1.0068313,-0.4028281,0.7410767,3.2747626
1.062363,0.033006072,-0.61716425,-0.5894368,0.7470919,3.442082
0.7202039,-0.70487654,-0.31316924,-0.22049494,0.7090602,3.4170263
2.8563128,-1.3280692,-1.9466465,-0.7498226,0.74693096,3.6989253
1.1400776,-0.6748574,-0.7881245,-0.4885987,0.7489797,3.2826502
3.9566631,-1.5085385,-2.5976589,-1.0468705,0.80573857,3.6661248
1.4004527,-0.9869164,-0.7641988,-0.2469261,0.767282,2.961648
2.1777802,-1.1427345,-1.2380781,-0.43343976,0.8074879,3.260932
1.5994439,-0.41760743,-1.0498047,-0.6076984,0.82179433,2.835188
2.160947,-0.5103123,-1.488743,-0.78558004,0.7614355,3.1794696
1.1418896,-0.3972242,-0.6353742,-0.54378873,0.7328268,3.626921
0.7955017,0.71020085,-0.24812096,-0.6648479,0.78821087,3.2376623
0.39085728,-0.42841804,-0.029734492,-0.15170136,0.75566125,3.1113362
0.74032855,-0.8193476,-0.26741368,-0.1490663,0.737566,3.5500805
1.7262394,-1.0666041,-0.9475658,-0.34923568,0.76982427,3.3034267
1.017189,0.107067585,-0.5452184,-0.66824746,0.7464388,3.0938041
2.7870276,-0.18667114,-1.9322042,-1.1194913,0.73514307,3.8065393
2.205107,-1.8384709,-1.1880217,-0.22669564,0.76283073,3.4455993
1.220327,0.45411265,-0.7294487,-0.7964345,0.73650944,3.617184
2.5628862,-0.67061603,-1.8402069,-0.8736447,0.7651156,3.1970742
1.4996684,-0.034687757,-0.93070114,-1.0744509,0.8649635,3.4980288
