X,Y,dX,dY,dZ,Ekine
-0.16896047,0.4534618,-0.07655023,-0.40642285,0.7912851,2.8873835
0.26999843,0.6804914,-0.1455708,-0.57821506,0.70039773,3.4756966
0.12994763,0.315225,-0.37498578,-0.29241586,0.7660159,2.9688559
-0.07676168,-0.13172644,-0.006273851,0.4155007,0.7965624,2.1824636
0.31698817,0.29692477,-0.5537424,-0.34870595,0.63971627,2.4964023
-0.2663168,0.43053395,0.4767674,-0.2179513,0.7348401,2.8796992
-0.23795426,0.28026465,0.274235,-0.13744837,0.81329995,2.6786642
-0.15615831,-0.38627297,0.36395192,0.5801669,0.7497577,2.3501186
-0.124964364,0.23592356,0.0038134307,-0.12507777,0.7717594,2.7352672
0.07288808,0.4224667,-0.23147105,-0.430848,0.75149405,3.2001328
-0.056801684,0.5804837,0.3917539,-0.559168,0.6874432,2.6427526
-0.14232507,0.26093805,-0.011418462,-0.20531194,0.77568763,2.3166313
-0.22328246,0.27988532,0.06778671,0.1118419,0.7829962,3.0288138
0.38488203,-0.57361436,-0.54009104,0.4858362,0.7279857,2.81465
0.30614126,0.36422777,-0.5137105,-0.37735713,0.66742164,2.2201452
-0.3438473,-0.29274058,0.80473685,0.18222108,0.7358005,3.2048674
-0.16772944,0.19538742,-0.07457423,0.1833786,0.755235,2.5849924
-0.043040834,-0.324122,0.0010465309,0.5983163,0.81279236,2.1491632
-0.17474324,-0.47640222,0.3704743,0.6032406,0.7297489,2.9502864
-0.1798149,-0.04109943,0.10296883,0.23105097,0.80742323,2.0940135
-0.16573119,0.26653022,0.03553933,-0.21399114,0.7490364,2.8569684
-0.14579816,0.12784448,0.27302343,0.13401823,0.756258,2.498995
-0.182504,-0.084365785,0.4566528,0.1506562,0.7749896,3.0865183
0.3192224,0.054673612,-0.60120255,0.069131196,0.7770648,3.0075994
-0.09000368,0.19401596,-0.012148097,-0.24263623,0.821234,2.1470208
-0.21345648,0.4407568,0.49169222,-0.30574372,0.75173897,2.3537743
-0.14523125,-0.031748474,0.18744227,0.18524496,0.8163363,2.5192506
-0.19298014,-0.40384293,0.78833246,0.27439916,0.7519646,2.2551775
-0.23254457,-0.05407545,0.22010225,0.2092971,0.8113569,2.5211403
-0.1013931,0.20334318,0.12111466,0.10639914,0.7914573,2.90839
0.33376846,0.1028028,-0.55423903,-0.040686563,0.6965189,3.6632574
-0.18450165,-0.07964033,0.37222052,0.22241737,0.78776574,2.5317118
-0.050063707,-0.5758092,1.1279885,0.2799557,0.53901136,3.3918328
-0.018900052,0.8416724,0.17365173,-0.65761286,0.67767316,2.7107186
-0.29765713,0.11252573,0.42140555,0.029966876,0.7770954,2.4258132
0.1050999,0.1986556,-0.4685943,-0.061972745,0.7725512,2.6759567
-0.33364654,0.12341446,0.46794277,0.0042299554,0.8429159,2.587712
-0.21250841,-0.18272075,0.06650628,0.44831976,0.75992334,3.09235
-0.19725591,-0.24461645,0.70203304,0.08662992,0.794672,2.1772766
-0.32471472,-0.0015758872,0.57603085,0.10336784,0.774517,2.5483012
-0.33598816,0.20775968,0.5176392,-0.10198525,0.77172315,2.4776902
0.04270853,0.75683534,0.038272366,-0.65900993,0.7078195,2.9067006
-0.3028624,-0.411637,0.65648353,0.44006917,0.7184298,3.0811567
-0.03532446,-0.21744454,0.035773575,0.27229223,0.8556132,1.8091791
1.4662347,-0.46950746,-1.3116513,0.05186159,0.7181295,2.4016309
-0.19076338,0.07112047,0.76965797,-0.095490105,0.7454364,3.211914
-0.22075206,0.20133498,0.48398018,-0.22391918,0.80407405,2.2973094
0.05358827,0.40521264,-0.33480188,-0.38606626,0.8054074,2.7345088
-0.1981579,-0.13440877,0.22816862,0.33452895,0.7748394,3.2888665
0.31331417,0.2796086,-0.5635533,-0.3949821,0.68034226,2.6907997
0.15978599,-0.3777604,-0.4087466,0.39733586,0.84022176,2.477293
-0.124661,-0.10109353,0.013020784,0.37727538,0.772876,2.5062094
0.34145305,-0.38291767,-0.59112084,0.46065584,0.76294893,2.481905
0.040106006,-0.17977542,-0.29857692,0.44398767,0.78544056,2.671002
-0.12031006,-0.017370671,0.12758525,0.047873408,0.81881785,3.1445575
-0.21735476,0.04097098,0.66959256,-0.026595362,0.78598833,2.5937026
-0.2563878,-0.16801226,0.5089428,0.21263951,0.76135767,2.8579025
-0.16764717,0.4694627,0.119984224,-0.42841798,0.76251316,2.7259605
1.4077927,-0.47330135,-1.2224562,0.096733816,0.7548849,2.8772058
-0.07298861,0.38437745,0.15277903,-0.48750004,0.77880687,2.47208
-0.12503213,0.39062738,-0.060668245,-0.35514092,0.7592262,2.6643188
-0.31238803,-0.13972825,0.3971218,0.30621487,0.7244935,2.815355
-0.14445996,0.30624586,0.0881757,-0.19522879,0.790964,2.623466
-0.30028105,-0.013436854,0.65475625,0.06623287,0.76555145,2.5448291
0.14605743,-0.30866688,-0.08415249,0.43559203,0.82159454,2.6037257
-0.08606052,0.2966033,-0.12216511,-0.34191564,0.74609387,2.2722468
-0.20255797,-0.3125301,0.6875092,0.3717178,0.77657664,2.919787
-0.014781764,-0.17407602,-0.14108117,0.104540035,0.83218986,2.1312978
-0.19025919,-0.12121093,0.6228899,0.069950305,0.78445834,2.5579562
-0.12851039,0.30043694,-0.34137905,-0.27182454,0.7583419,2.6411798
0.5371703,-0.61173445,-0.48282793,0.5534034,0.7271385,2.7922685
0.16142365,0.66604483,0.64135194,-0.5197892,0.64048284,2.8068304
0.27449548,-0.31934622,-0.52939594,0.40023133,0.7925753,2.59874
-0.18413007,-0.12219101,0.76405644,0.12577367,0.77404404,3.2822633
0.0895154,-0.08336997,-0.16492786,0.25602055,0.7876552,2.1810808
0.90328467,-0.40401214,-0.92562884,0.35032845,0.7573178,2.486731
0.25687715,-0.28384084,0.0757907,0.26557767,0.76011133,2.8269675
0.63054407,-0.6218006,-0.47969562,0.6388326,0.75695467,2.698263
-0.0794125,-0.49967432,0.27911013,0.5921487,0.7858888,2.710724
-0.2588212,-0.08726007,0.30177885,0.10776452,0.7782136,2.5215492
0.052658774,0.11404297,-0.28916842,-0.019048763,0.8088145,2.1895938
-0.327601,0.08617249,0.11707102,0.105684794,0.81101286,2.4433303
0.5970304,0.003985107,-0.79766285,-0.051469184,0.71868706,3.1622627
-0.2107648,0.11359128,0.23242699,0.013311632,0.8513981,2.5977647
0.30617434,0.25717092,-0.72778475,-0.18362555,0.63750845,2.571265
-0.2714648,-0.022390008,0.16387516,0.09727728,0.81947607,2.3429785
-0.1853053,0.16156095,0.12105051,0.0130996425,0.76869977,2.4548824
-0.16998866,-0.27614093,0.9262501,0.2970398,0.6463215,3.2392209
1.2980382,-0.7488053,-0.8921033,0.35333824,0.65613365,2.637552
-0.07408249,0.21429965,-0.043274254,-0.32637185,0.7877252,2.6075344
-0.32102293,-0.28385723,0.62099946,0.35929957,0.7169776,2.7731776
-0.15568703,-0.12924993,0.4834457,0.26976886,0.7863013,2.5020504
-0.081132635,0.040789098,-0.24415193,0.12944162,0.7708034,2.8463802
-0.07140686,0.24148014,-0.21492532,-0.36731714,0.7523265,2.360486
-0.105802566,0.17536652,-0.12460217,0.05704826,0.7594229,2.7238276
0.16431838,0.20009956,-0.6147709,-0.21199524,0.7077111,2.5634136
-0.11995044,-0.331864,0.28823864,0.53765285,0.7942972,2.7967944
0.108436756,-0.034618825,-0.41518247,0.16147932,0.80462736,2.8151467
-0.101716556,-0.22053704,0.024123758,0.36474878,0.7849731,2.8243449
-0.16942833,0.27140218,0.19576962,-0.2946991,0.7838689,2.8267956
0.27762437,0.34136662,-0.5131349,-0.3591165,0.682456,2.990273
0.2772854,0.22448394,-0.6866597,-0.116475426,0.65442646,3.0228732
0.045116097,0.086793154,-0.3632151,0.069518834,0.77512765,2.371642
0.27157712,0.25098324,-0.52415276,-0.395059,0.6883613,2.8125198
2.1002214,-0.2825402,-1.8092144,-0.3057956,0.769758,2.625363
-0.34710526,0.21233582,0.51684535,-0.12252011,0.7731722,2.3265872
-0.02210798,-0.18261427,-0.25391084,0.45304933,0.830807,2.5667655
-0.3456151,0.067876995,0.6251219,0.062174797,0.76432633,2.6411896
